,eastAll,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear
1854,77.92,10.38,33.61,24.44,12.24,134.78
1855,100.12,3.11,-17.63,-6.99,-5.49,28.57
1856,66.9,9.3,23.36,17.37,8.66,89.01
1857,34.29,7.44,3.72,6.61,2.28,56.04
1858,29.83,7.82,0.35,5.94,3.14,42.47
1859,62.01,9.89,27.97,19.72,9.15,124.08
1860,54.29,8.57,-0.48,8.55,4.98,41.76
1861,39.17,9.11,23.33,16.19,7.04,112.68
1862,30.84,6.07,-2.5,2.11,-1.59,52.48
1863,-1.2,8.93,2.7,7.86,5.33,44.66
1864,47.02,11.6,30.46,26.48,14.03,124.31
1865,-16.31,6.94,1.77,4.68,0.67,47.39
1866,251.13,8.08,1.92,7.49,2.64,51.36
1867,337.98,9.29,13.24,13.75,6.93,71.46
1868,0.0,0.0,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.0,0.0,0.0
1874,343.11,0.91,3.1,2.07,0.64,74.94
1875,792.2,4.5,1.61,2.92,1.46,70.63
1876,0.0,0.0,0.0,0.0,0.0,0.0
1877,0.0,0.0,0.0,0.0,0.0,0.0
1878,-69.01,4.41,-14.45,-10.17,-4.4,0.0
1879,11.46,0.59,5.57,2.79,1.38,0.0
1880,-65.0,19.86,-47.13,-37.05,-40.27,0.0
1881,11.69,0.59,5.52,2.79,1.38,0.0
1882,-60.67,19.22,-40.45,-24.51,-16.46,0.0
1883,11.99,0.54,5.99,2.98,1.48,0.0
1884,22.2,6.08,50.31,33.7,33.99,0.0
1885,9.04,0.39,4.51,2.2,1.09,0.0
1886,-67.05,11.38,-14.57,-5.29,-13.03,0.0
1887,11.53,0.51,5.51,2.75,1.37,0.0
1888,-81.23,3.75,-4.29,-16.86,-19.08,0.0
1889,11.28,0.51,5.51,2.75,1.37,0.0
1890,-56.01,10.2,-13.9,-12.93,-16.65,0.0
1891,11.51,0.51,5.5,2.74,1.37,0.0
1892,-79.61,14.38,17.04,1.34,-5.03,0.0
1893,14.02,0.58,6.5,3.18,1.57,0.0
1894,-76.78,11.17,-29.68,-17.96,-11.66,0.0
1895,11.76,0.49,5.52,2.71,1.28,0.0
1896,-88.87,15.66,-28.68,-13.76,-14.25,0.0
1897,9.8,0.49,4.5,2.29,1.18,0.0
1898,-82.38,12.93,-27.93,-9.41,-10.38,0.0
1899,9.65,0.39,4.43,2.19,1.08,0.0
1900,-86.4,16.02,-44.5,-25.76,-19.29,0.0
1901,9.65,0.39,4.42,2.19,1.08,0.0
1902,-77.26,7.26,-58.35,-55.14,-51.82,0.0
1903,9.56,0.4,4.42,2.21,1.1,0.0
1904,-42.8,12.6,3.06,11.28,7.32,0.0
1905,9.7,0.39,4.43,2.2,1.09,0.0
1906,-95.29,7.5,-65.0,-42.28,-32.35,0.0
1907,12.1,0.51,5.76,2.76,1.38,0.0
1908,-79.99,4.48,-14.13,-8.99,-3.25,0.0
1909,12.19,0.5,5.49,2.73,1.36,0.0
1910,-36.69,6.69,28.44,17.96,13.52,0.0
1911,12.16,0.5,5.49,2.73,1.36,0.0
1912,-48.48,22.7,4.76,16.25,7.42,0.0
1913,11.98,0.5,5.64,2.73,1.36,0.0
1914,-69.36,10.08,56.3,20.83,4.27,0.0
1915,11.81,0.46,5.26,2.49,1.24,0.0
1916,-87.47,4.24,9.94,-10.65,-17.0,0.0
1917,12.83,0.5,5.76,2.73,1.36,0.0
1918,-31.2,6.5,27.88,16.81,12.05,0.0
1919,12.28,0.59,5.5,2.79,1.38,0.0
1920,-51.0,28.95,24.37,4.26,-7.2,0.0
1921,11.9,0.59,5.5,2.79,1.38,0.0
1922,-89.65,6.3,21.64,-1.78,-15.81,0.0
1923,12.04,0.59,5.5,2.79,1.38,0.0
1924,-21.68,10.03,16.93,15.38,4.5,0.0
1925,10.15,0.45,4.55,2.24,1.14,0.0
1926,-47.1,13.03,34.26,20.78,19.68,0.0
1927,11.54,0.49,5.23,2.49,1.28,0.0
1928,-88.9,16.86,-12.83,-6.73,-16.71,0.0
1929,10.29,0.39,4.53,2.17,1.07,0.0
1930,-91.18,6.48,1.65,-19.84,-24.62,0.0
1931,10.32,0.39,4.6,2.17,1.07,0.0
1932,-85.1,12.5,50.4,1.45,-17.82,0.0
1933,10.31,0.39,4.51,2.2,1.09,0.0
1934,-82.88,13.48,66.13,5.06,-16.26,0.0
1935,10.45,0.39,4.49,2.17,1.07,0.0
1936,-73.25,9.27,2.63,1.2,-1.07,0.0
1937,10.16,0.39,4.51,2.2,1.09,0.0
1938,54.2,11.58,72.48,67.97,18.34,0.0
1939,10.15,0.39,4.51,2.2,1.09,0.0
1940,-14.96,6.31,35.26,23.43,13.69,0.0
1941,11.03,0.46,5.0,2.49,1.24,0.0
1942,-90.03,8.22,30.38,2.32,-11.33,0.0
1943,12.76,0.59,5.54,2.79,1.38,0.0
1944,-92.99,10.05,-32.89,-27.74,-29.79,0.0
1945,12.14,0.5,5.49,2.73,1.36,0.0
1946,-96.87,4.96,-29.67,-21.16,-14.67,0.0
1947,12.44,0.5,5.51,2.73,1.36,0.0
1948,-88.85,7.06,-18.51,-17.47,-20.08,0.0
1949,10.37,0.42,4.5,2.2,1.1,0.0
1950,-73.15,7.05,-2.34,-3.71,-4.18,0.0
1951,10.37,0.42,4.5,2.2,1.1,0.0
1952,-23.37,6.5,39.35,20.51,12.16,0.0
1953,10.35,0.42,4.5,2.2,1.1,0.0
1954,-62.47,17.14,20.29,-2.52,-6.67,0.0
1955,10.27,0.39,4.51,2.2,1.09,0.0
1956,-12.6,6.07,35.71,19.07,11.91,0.0
1957,10.25,0.39,4.51,2.2,1.09,0.0
1958,-95.21,4.94,-60.48,-39.94,-29.64,0.0
1959,12.59,0.51,5.51,2.76,1.39,0.0
1960,-79.04,14.07,-10.36,-0.29,-3.53,0.0
1961,9.9,0.39,4.59,2.28,1.18,0.0
1962,-84.01,8.36,-36.11,-16.79,-13.92,0.0
1963,9.91,0.39,4.48,2.19,1.08,0.0
1964,-6.4,6.36,27.87,15.27,9.99,0.0
1965,10.68,0.39,4.5,2.2,1.09,0.0
1966,-61.19,6.82,11.32,2.5,-6.3,0.0
1967,9.94,0.39,4.62,2.28,1.18,0.0
1968,-82.61,5.74,-12.24,-8.89,-4.03,0.0
1969,10.57,0.39,4.57,2.28,1.18,0.0
1970,-92.66,12.35,-49.68,-32.02,-26.26,0.0
1971,10.41,0.42,4.49,2.19,1.1,0.0
1972,-71.74,11.85,5.17,19.68,2.69,0.0
1973,10.7,0.41,4.47,2.19,1.11,0.0
1974,10.4,12.2,58.17,42.27,6.26,0.0
1975,10.71,0.39,4.5,2.19,1.08,0.0
1976,-21.2,6.2,28.34,16.74,11.3,0.0
1977,10.83,0.39,4.48,2.28,1.18,0.0
1978,-69.14,8.12,14.04,11.8,12.39,0.0
1979,11.27,0.46,5.0,2.49,1.24,0.0
1980,-89.18,4.72,-15.12,-9.69,-4.21,0.0
1981,14.1,0.58,6.0,2.99,1.47,0.0
1982,-48.2,16.14,-39.49,-30.66,-35.25,0.0
1983,16.17,0.58,6.5,3.2,1.57,0.0
1984,-3.6,5.93,5.01,-1.63,-3.79,0.0
1985,14.62,0.59,6.0,3.0,1.58,0.0
1986,-65.97,21.68,-28.59,-10.46,-18.94,0.0
1987,12.43,0.49,5.05,2.26,1.19,0.0
1988,-63.74,16.56,0.17,18.44,9.02,0.0
1989,11.16,0.41,4.5,2.24,1.12,0.0
1990,-59.0,17.48,-15.11,8.18,-5.96,0.0
1991,12.9,0.49,5.1,2.6,1.28,0.0
1992,-39.7,22.06,-37.77,-6.07,-15.78,0.0
1993,12.42,0.49,5.0,2.5,1.28,0.0
1994,-48.07,10.34,43.45,17.85,3.35,0.0
1995,13.14,0.39,4.5,2.2,1.09,0.0
1996,7.12,15.72,61.59,23.26,4.95,0.0
1997,13.59,0.39,4.51,2.2,1.09,0.0
1998,-88.24,14.32,-57.22,-44.74,-49.78,0.0
1999,13.96,0.4,4.49,2.18,1.07,0.0
2000,-72.7,6.39,-35.85,-20.61,-16.04,0.0
2001,13.49,0.39,4.49,2.19,1.08,0.0
2002,-91.05,7.41,-26.71,-17.14,-8.35,0.0
2003,14.12,0.39,4.51,2.2,1.09,0.0
2004,118.71,15.66,66.71,52.96,20.54,0.0
2005,17.04,0.51,5.5,2.75,1.37,0.0
2006,-69.01,13.64,-16.14,-7.49,-14.72,0.0
2007,13.53,0.51,5.5,2.75,1.37,0.0
2008,-78.59,12.68,-46.11,-23.75,-23.53,0.0
2009,15.1,0.4,4.51,2.21,1.1,0.0
2010,16.83,14.26,33.89,16.27,8.2,0.0
2011,15.12,0.39,4.5,2.2,1.09,0.0
2012,-24.68,6.16,-6.48,-6.02,-8.98,0.0
2013,18.11,0.49,5.5,2.7,1.38,0.0
2014,-77.45,19.53,-10.05,-15.9,-13.96,0.0
2015,16.46,0.39,4.9,2.2,1.09,0.0
2016,-36.3,12.52,-36.05,-27.14,-31.66,0.0
2017,15.89,0.4,4.53,2.2,1.1,0.0
2018,-12.73,6.93,-3.15,-5.15,-9.71,-15.43
2019,16.75,0.42,4.49,2.19,1.1,16.21
2020,-12.15,9.78,-33.55,-25.19,-28.56,-21.84
2021,17.89,0.39,4.55,2.2,1.09,16.26
2022,-58.98,13.41,-0.6,11.8,2.69,-63.01
2023,17.55,0.39,4.5,2.2,1.09,16.5
2024,-47.81,7.55,12.66,9.45,12.04,-45.24
2025,17.55,0.39,4.5,2.2,1.09,16.51
2026,-10.71,0.36,53.34,19.8,-2.4,-19.01
2027,19.26,0.48,4.99,2.46,1.24,17.62
2028,-61.79,14.64,-25.34,-9.87,-10.89,0.0
2029,13.65,0.39,4.51,2.2,1.09,0.0
2030,-51.39,4.5,-13.22,-8.48,-3.87,-50.19
2031,18.42,0.42,4.5,2.22,1.14,16.37
2032,23.6,1.23,58.06,30.11,8.61,16.38
2033,18.54,0.49,4.49,2.28,1.19,16.44
2034,59.86,12.85,36.12,22.55,11.9,77.23
2035,21.49,0.49,5.0,2.49,1.28,17.95
2036,-91.12,20.97,-15.12,-2.2,-0.32,-91.19
2037,17.64,0.39,4.73,2.19,1.08,16.71
2038,0.0,0.0,0.0,0.0,0.0,0.0
2039,30.94,0.41,1.19,0.72,-0.3,18.71
2040,97.88,7.22,22.64,14.27,13.01,108.73
2041,20.74,0.39,4.71,2.3,1.18,17.0
2042,41.8,1.8,-1.64,-0.2,0.49,26.95
2043,20.02,1.6,-6.21,-2.16,-0.83,17.9
2044,-71.82,8.42,-38.93,-18.04,-14.4,-70.92
2045,24.02,0.39,5.0,2.4,1.19,18.0
2046,-54.52,15.34,8.41,11.65,-5.91,-26.05
2047,23.11,0.39,4.71,2.3,1.18,17.07
2048,48.01,12.67,59.52,36.52,11.3,73.92
2049,23.36,0.39,4.71,2.3,1.18,17.03
2050,-13.43,19.51,-4.81,-14.71,-12.65,29.02
2051,24.92,0.49,5.01,2.5,1.28,17.96
2052,-91.75,25.64,-20.19,-12.92,-10.69,-89.99
2053,22.29,0.39,4.51,2.19,1.18,16.24
2054,80.25,14.5,42.68,28.83,16.76,100.05
2055,25.19,0.46,5.0,2.5,1.24,17.97
2056,-32.16,10.38,-9.46,-11.96,-14.58,-24.87
2057,22.83,0.49,5.02,2.49,1.28,17.91
2058,-22.5,14.65,63.16,35.96,21.09,0.0
2059,12.58,0.49,5.0,2.5,1.28,0.0
2060,26.28,11.75,18.65,17.75,8.78,35.58
2061,26.68,0.51,5.5,2.75,1.37,19.62
2062,124.8,14.81,55.26,45.3,24.33,201.5
2063,33.04,0.55,5.99,2.99,1.49,21.39
2064,40.7,10.79,18.33,18.04,12.74,103.91
2065,27.81,0.49,5.0,2.5,1.28,18.01
2066,52.11,19.58,18.12,5.54,4.84,106.11
2067,31.47,0.51,5.5,2.75,1.37,19.61
2068,58.12,14.22,15.75,17.82,8.59,118.82
2069,31.04,0.45,4.93,2.4,1.21,17.88
2070,-47.73,15.59,3.25,11.04,4.96,-39.85
2071,38.52,0.67,6.9,3.43,1.73,22.71
2072,-42.72,16.05,0.71,14.2,3.59,-47.48
2073,38.17,0.64,7.01,3.44,1.73,22.59
2074,51.9,9.75,26.48,18.86,11.36,124.7
2075,34.42,0.49,5.0,2.5,1.28,18.01
2076,518.59,4.83,-2.29,2.91,0.01,51.12
2077,-67.94,12.05,12.44,1.96,-6.4,80.08
2078,28.92,0.39,4.5,2.2,1.09,16.34
2079,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,0.0,0.0,0.0,0.0,0.0
2081,36.33,17.8,8.17,-5.06,-15.09,25.65
2082,32.53,0.39,5.0,2.4,1.19,18.14
2083,-5.71,14.1,-2.08,7.36,1.47,-1.06
2084,25.62,0.39,4.5,2.2,1.09,16.43
2085,-55.43,11.28,-11.66,4.31,-2.79,-57.43
2086,33.32,0.46,5.0,2.5,1.25,18.15
2087,0.0,0.0,0.0,0.0,0.0,0.0
2088,0.0,0.0,0.0,0.0,0.0,0.0
2089,17.91,17.96,28.23,26.2,11.73,147.35
2090,35.59,0.46,5.0,2.5,1.25,18.01
2091,43.4,9.63,29.66,19.6,13.72,161.2
2092,32.29,0.39,4.5,2.2,1.09,16.4
2093,-37.95,8.17,-6.17,4.5,-1.68,-37.51
2094,36.41,0.39,5.0,2.4,1.19,18.01
2095,89.33,3.18,2.28,1.3,0.09,46.2
2096,23.99,0.3,3.0,1.5,0.79,10.78
2097,-59.82,10.67,7.46,4.75,-0.77,-54.19
2098,39.57,0.49,5.0,2.5,1.28,18.15
2099,-72.72,10.0,5.15,3.7,-4.27,36.66
2100,39.27,0.39,5.0,2.4,1.19,18.01
2101,-6.77,9.03,-8.73,0.74,-3.21,-3.19
2102,35.97,0.49,5.77,2.85,1.39,18.61
2103,41.63,6.67,-5.02,-5.04,-8.56,42.7
2104,37.94,0.46,5.0,2.47,1.25,18.04
2105,153.77,11.28,7.36,4.6,-5.45,140.79
2106,38.84,0.46,5.0,2.47,1.25,17.61
2107,-23.34,9.7,38.18,22.64,11.51,36.41
2108,34.56,0.39,4.49,2.2,1.09,16.39
2109,210.23,15.31,58.63,34.96,14.62,258.16
2110,7.06,0.4,4.7,2.38,1.2,15.41
2111,19.8,8.22,2.57,10.82,4.45,3.28
2112,45.06,0.49,5.5,2.7,1.38,19.69
2113,85.94,2.82,1.78,1.18,-0.52,71.84
2114,26.44,0.29,3.63,1.75,0.92,12.01
2115,72.5,7.95,23.04,16.55,7.54,118.35
2116,44.53,0.49,5.01,2.51,1.28,18.02
2117,20.86,3.51,-5.16,-2.79,0.98,86.84
2118,35.85,0.47,5.07,2.54,1.26,16.04
2119,-87.1,9.4,26.69,16.2,8.82,-24.22
2120,-65.27,0.39,5.0,2.4,1.19,18.01
2121,-32.15,7.46,6.45,0.51,-7.5,19.88
2122,44.51,0.49,4.7,2.39,1.19,17.32
2123,-83.14,67.59,-19.6,12.25,-4.75,94.02
2124,43.93,0.41,4.66,2.41,1.13,38.2
2125,54.16,4.96,-1.71,-1.05,-0.77,42.34
2126,16.4,0.28,3.81,1.82,0.85,12.68
2127,-3.0,19.16,23.1,26.14,12.92,228.81
2128,47.64,0.39,4.5,2.2,1.09,16.35
2129,243.54,11.36,4.42,5.91,5.24,147.59
2130,115.87,0.0,0.0,0.0,0.0,107.75
2131,0.0,0.0,0.0,0.0,0.0,0.0
2132,18.26,8.14,34.17,22.67,14.9,138.56
2133,48.56,0.38,4.95,2.42,1.15,17.52
2134,21.25,8.86,20.08,12.21,8.97,91.62
2135,20.12,2.78,28.1,14.87,3.05,77.06
2136,0.0,0.0,0.0,0.0,0.0,0.0
2137,63.25,2.03,4.7,3.61,2.03,48.08
2138,23.27,2.16,3.52,1.75,1.17,18.59
2139,0.0,0.0,0.0,0.0,0.0,0.0
2140,22.27,2.16,3.27,1.66,1.07,17.86
2141,67.57,2.02,4.85,3.5,1.86,49.49
2142,0.0,0.0,0.0,0.0,0.0,0.0
2143,35.71,20.2,3.89,1.69,1.43,7.42
2144,85.66,2.29,1.01,0.96,0.76,31.61
2145,28.34,4.23,-5.11,-0.46,-5.24,37.48
2146,198.2,1.91,8.37,2.5,-0.9,79.96
2147,248.73,2.17,6.06,0.76,-1.85,62.63
2148,91.74,7.68,-19.41,-8.17,-8.72,1.99
2149,459.01,3.11,-1.53,3.5,0.17,45.09
2150,442.19,2.79,8.09,2.16,-0.13,54.06
2151,64.4,1.8,34.53,15.77,6.68,11.91
2152,-13.2,0.23,25.8,21.06,6.24,13.46
2153,193.52,6.22,-8.31,6.66,2.91,7.0
2154,0.0,0.0,0.0,0.0,0.0,0.0
2155,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.0,0.0,0.0,0.0,0.0,0.0
2157,0.0,0.0,0.0,0.0,0.0,0.0
2158,24.02,0.83,0.17,1.3,0.65,16.23
2159,26.53,0.83,0.81,1.68,0.74,17.69
2160,39.89,0.66,0.33,0.58,0.41,20.51
2161,42.85,0.64,0.72,0.72,0.48,21.79
2162,1.65,-0.37,18.79,11.22,0.56,0.44
2163,1.65,-0.37,18.79,11.22,0.56,0.44
2164,9.08,-1.51,21.63,8.68,-0.91,10.88
2165,110.05,6.75,26.24,14.03,7.62,104.35
2166,19.35,5.33,-18.09,-3.27,-3.23,30.49
2167,156.23,5.09,9.05,8.16,5.16,117.41
2168,161.39,5.16,9.6,8.42,5.3,119.9
2169,87.91,3.19,-16.19,-6.36,-5.12,12.67
2170,-1.6,9.7,11.95,2.5,-0.2,59.74
2171,42.6,5.47,10.12,12.37,5.71,15.65
2172,89.4,8.35,44.47,35.19,16.13,114.74
2173,29.31,4.76,15.88,7.79,1.49,69.01
2174,22.34,5.63,19.07,11.7,6.4,75.88
2175,10.75,8.81,14.9,13.28,6.64,69.21
2176,120.29,1.65,3.38,3.36,1.91,44.16
2177,129.27,1.72,3.75,3.58,2.05,46.05
2178,0.0,0.0,0.0,0.0,0.0,0.0
2179,134.05,8.43,14.42,19.25,8.78,74.12
2180,264.48,5.03,2.41,11.12,3.21,125.83
2181,150.58,2.87,1.8,8.64,2.15,33.25
2182,280.06,4.1,34.26,27.96,11.74,129.91
2183,95.77,5.92,8.33,14.32,8.02,59.8
2184,294.37,5.36,-4.42,6.98,1.61,67.77
2185,137.46,2.49,5.29,3.5,1.46,55.32
2186,131.33,2.46,4.96,3.35,1.39,53.98
2187,0.0,0.0,0.0,0.0,0.0,0.0
2188,488.33,6.46,6.87,6.27,2.79,38.04
2189,270.36,5.67,26.85,17.02,11.73,102.22
2190,497.35,5.86,-9.1,6.49,2.98,3.19
2191,557.59,3.86,3.48,9.55,3.27,82.98
2192,33.65,1.25,1.33,0.85,0.23,24.21
2193,37.2,1.29,1.75,1.06,0.3,26.34
2194,19.04,0.5,0.67,0.3,0.4,12.77
2195,21.42,0.59,1.26,0.69,0.59,14.25
2196,104.01,1.9,25.62,15.32,2.44,28.23
2197,118.06,9.22,-8.03,12.53,5.32,67.61
2198,41.5,1.3,0.19,1.18,0.49,20.45
2199,159.8,6.52,22.66,19.78,10.41,140.33
2200,41.0,0.36,32.89,18.49,8.21,13.44
2201,22.2,3.04,11.8,4.89,0.74,61.0
2202,45.1,4.09,-2.55,2.04,1.97,74.4
2203,9.8,-0.72,6.29,1.76,0.92,10.91
2204,49.64,6.69,-2.51,1.77,-1.37,59.34
2205,62.4,7.48,21.65,13.09,7.69,110.09
2206,59.58,2.11,1.69,2.95,2.53,36.17
2207,64.82,2.04,2.04,3.12,2.58,37.71
2208,187.61,5.76,27.39,14.64,6.4,124.05
2209,172.32,4.26,2.45,5.93,2.16,60.87
2210,0.0,0.0,0.0,0.0,0.0,0.0
2211,433.66,3.79,4.14,5.86,2.23,106.33
2212,0.0,0.0,0.0,0.0,0.0,0.0
2213,715.1,5.54,1.77,9.31,2.7,78.95
2214,808.2,6.41,9.13,7.94,4.17,68.34
2215,225.54,1.7,1.27,0.59,0.49,23.67
2216,447.95,6.28,-1.49,9.49,5.33,72.28
2217,81.56,0.36,19.95,4.41,1.69,31.55
2218,109.61,2.25,0.54,1.11,1.06,38.71
2219,0.0,0.0,0.0,0.0,0.0,0.0
2220,0.0,0.0,0.0,0.0,0.0,0.0
2221,0.0,0.0,0.0,0.0,0.0,0.0
2222,0.0,0.0,0.0,0.0,0.0,0.0
2223,0.0,0.0,0.0,0.0,0.0,0.0
2224,0.0,0.0,0.0,0.0,0.0,0.0
2225,0.0,0.0,0.0,0.0,0.0,0.0
2226,-6.2,3.99,-1.26,3.88,1.41,-4.38
2227,21.8,0.9,0.9,0.2,0.6,-0.3
2228,119.38,4.19,3.24,-6.13,-6.96,78.45
2229,17.59,4.77,-4.12,2.01,2.01,15.46
2230,4.79,2.44,-14.49,0.24,-1.41,1.52
2231,141.9,6.56,7.94,9.16,3.46,101.92
2232,135.03,4.58,22.01,16.4,10.75,113.97
2233,0.2,8.32,2.24,7.28,4.92,42.53
2234,61.86,6.2,13.11,4.29,-0.29,98.12
2235,65.3,5.83,27.84,16.57,7.48,112.74
2236,52.8,7.91,19.75,15.58,5.52,91.96
2237,45.02,1.0,3.96,1.26,0.08,28.53
2238,314.97,4.3,18.44,11.84,8.35,114.97
2239,134.58,1.54,-2.55,-5.48,-4.61,27.87
2240,0.0,0.0,0.0,0.0,0.0,0.0
2241,625.64,7.05,22.09,15.84,6.61,95.31
2242,271.2,6.51,18.29,15.84,9.97,57.43
2243,162.36,2.27,0.86,1.27,1.13,40.02
2244,701.52,5.78,11.05,1.83,-0.05,104.36
2245,-25.0,3.02,-24.32,-10.29,-8.98,-28.77
2246,203.46,4.8,-22.47,-3.62,-0.7,60.71
2247,0.0,0.0,0.0,0.0,0.0,0.0
2248,28.3,0.39,-0.16,-0.23,-0.62,32.4
2249,32.5,0.45,0.61,0.38,-0.45,34.93
2250,106.68,3.09,7.77,6.03,3.69,90.98
2251,1.54,5.46,0.1,10.8,5.24,-7.08
2252,26.66,0.92,21.14,12.47,0.92,12.36
2253,114.1,3.18,4.68,5.77,-0.26,96.44
2254,71.49,1.21,3.67,2.8,1.96,32.72
2255,165.8,7.11,-9.42,2.87,0.96,43.43
2256,681.26,5.15,9.14,9.14,3.89,88.12
2257,73.96,5.94,-1.81,10.25,3.55,87.44
2258,0.0,0.0,0.0,0.0,0.0,0.0
2259,18.47,0.71,1.34,1.07,0.71,14.02
2260,19.21,0.71,1.8,1.34,0.8,14.3
2261,0.0,0.0,0.0,0.0,0.0,0.0
2262,0.0,0.0,0.0,0.0,0.0,0.0
2263,33.63,1.1,3.24,1.19,0.59,23.6
2264,135.61,10.43,25.7,25.57,16.44,153.34
2265,75.49,3.08,-13.65,-7.01,-7.26,31.72
2266,33.64,0.0,2.16,3.55,1.92,18.16
2267,0.0,0.0,0.0,0.0,0.0,0.0
2268,0.0,0.0,0.0,0.0,0.0,0.0
2269,115.77,7.77,8.52,3.24,-1.69,76.23
2270,36.08,1.58,-0.44,0.09,-0.18,23.0
2271,39.17,1.57,-0.05,0.24,-0.06,24.47
2272,61.69,9.35,26.48,18.66,8.74,113.42
2273,136.75,6.54,2.36,7.73,3.11,102.18
2274,49.0,3.83,-1.91,2.76,-1.26,54.08
2275,38.5,3.1,0.94,2.93,2.61,26.8
2276,64.45,5.57,5.43,6.91,1.86,50.16
2277,43.36,5.53,18.78,15.41,6.29,59.39
2278,65.99,4.38,-0.52,-5.19,-6.65,90.87
2279,68.82,1.06,4.05,1.62,1.23,26.52
2280,73.85,1.14,4.46,1.82,1.38,27.88
2281,335.91,7.82,5.85,10.39,6.28,87.02
2282,-22.5,0.39,34.32,17.96,4.87,22.05
2283,134.69,6.51,-12.26,1.77,-0.66,43.09
2284,282.52,1.74,-7.08,-4.53,-2.63,38.0
2285,44.23,0.37,2.26,1.57,0.81,10.94
2286,0.0,0.0,0.0,0.0,0.0,0.0
2287,531.71,2.16,-21.56,-10.05,-5.89,34.33
2288,156.94,1.3,1.29,1.3,0.95,18.87
2289,346.15,6.24,9.81,10.43,4.63,61.74
2290,1064.74,2.44,-12.21,-7.13,-8.8,65.8
2291,965.23,5.42,2.45,6.75,2.43,94.87
2292,35.11,0.05,5.19,2.89,0.86,19.13
2293,35.11,0.05,5.19,2.89,0.86,19.13
2294,91.56,5.46,1.96,-0.44,0.3,18.39
2295,29.21,1.01,1.65,0.85,0.44,23.06
2296,36.51,1.81,4.55,2.64,0.72,30.92
2297,35.84,4.23,-0.73,3.83,3.91,56.31
2298,20.2,1.22,0.96,1.49,1.13,27.29
2299,139.64,4.93,6.04,3.9,2.6,109.89
2300,98.33,0.89,2.08,1.1,0.75,60.58
2301,46.42,-0.9,7.6,0.76,-0.2,31.74
2302,0.7,1.5,3.99,3.05,1.37,0.0
2303,31.45,1.12,2.19,1.08,0.67,24.34
2304,39.13,1.23,4.43,2.35,1.03,25.17
2305,71.82,4.49,5.43,5.79,2.4,25.3
2306,97.85,0.1,21.7,6.06,2.36,38.88
2307,-32.29,4.99,4.86,1.96,-1.3,22.4
2308,40.67,1.77,4.92,2.77,0.79,33.63
2309,65.41,-0.56,-13.58,-8.5,-10.42,35.72
2310,36.5,8.5,21.07,14.71,6.39,105.96
2311,-50.1,-4.95,-4.59,-5.31,-3.85,-27.99
2312,37.82,4.33,-0.36,4.09,4.09,56.98
2313,8.9,4.91,6.97,8.47,-5.63,51.25
2314,21.62,1.31,1.31,1.66,1.31,26.98
2315,25.5,0.86,29.54,14.24,-0.26,-4.08
2316,99.27,4.65,-2.56,0.05,-7.3,96.36
2317,-4.44,3.64,26.39,9.59,6.14,72.52
2318,36.5,4.8,12.02,6.47,1.29,64.57
2319,146.94,4.95,6.44,4.12,2.69,112.07
2320,116.56,4.45,10.34,5.23,1.91,83.87
2321,-26.52,5.48,-11.87,-2.53,-5.52,18.23
2322,38.14,4.23,-11.26,-5.85,-5.4,16.03
2323,161.24,4.63,2.15,4.15,1.12,7.88
2324,99.88,0.83,1.75,0.9,0.69,59.16
2325,445.62,5.23,18.26,9.12,2.94,87.13
2326,0.0,0.0,0.0,0.0,0.0,0.0
2327,322.31,6.45,22.21,12.97,6.26,113.71
2328,327.28,5.49,3.33,0.25,0.5,23.96
2329,0.0,0.0,0.0,0.0,0.0,0.0
2330,34.4,5.16,18.0,10.34,5.0,69.48
2331,30.48,4.27,18.36,10.02,5.93,77.04
2332,61.5,-0.76,29.23,15.31,5.83,37.31
2333,61.5,-0.76,29.23,15.31,5.83,37.31
2334,77.8,-1.71,32.19,12.89,4.71,51.84
2335,37.66,1.96,-2.03,0.29,-0.38,31.84
2336,18.95,0.48,1.38,1.34,0.67,16.04
2337,19.44,0.28,1.53,1.34,0.57,15.73
2338,0.0,0.0,0.0,0.0,0.0,0.0
2339,0.0,0.0,0.0,0.0,0.0,0.0
2340,52.26,2.25,-2.88,1.16,0.67,35.59
2341,50.61,2.25,-2.61,1.26,0.77,34.37
2342,266.0,4.54,-1.19,-1.97,-3.91,173.41
2343,0.0,0.0,0.0,0.0,0.0,0.0
2344,0.0,0.0,0.0,0.0,0.0,0.0
2345,0.0,0.0,0.0,0.0,0.0,0.0
2346,0.0,0.0,0.0,0.0,0.0,0.0
2347,0.0,0.0,0.0,0.0,0.0,0.0
2348,0.0,0.0,0.0,0.0,0.0,0.0
2349,39.86,0.67,2.27,1.43,0.76,21.62
2350,247.1,5.09,15.82,6.28,0.23,118.85
2351,13.6,7.37,-0.79,0.0,1.34,31.63
2352,16.3,7.39,-0.51,0.09,1.39,33.07
2353,36.8,-0.29,23.91,15.64,3.09,9.09
